split,row_i,n_points,n_classes_present,classes_present,only_bg,bg_points,fg_points
train,1240,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1241,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1242,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1243,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1244,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1245,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1246,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1247,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1248,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1249,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1250,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1251,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1252,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1253,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1254,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1255,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1256,8192,1,0,1,8192,0
train,1257,8192,1,0,1,8192,0
train,1258,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1259,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1260,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1261,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1262,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1263,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1264,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1265,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1266,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1267,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1268,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1269,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1270,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1271,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1272,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1273,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1274,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1275,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1276,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1277,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1278,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1279,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1280,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1281,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1282,8192,1,0,1,8192,0
train,1283,8192,1,0,1,8192,0
train,1284,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1285,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1286,8192,13,"0,1,2,3,4,5,6,7,8,9,10,11,12",0,6554,1638
train,1287,8192,13,"0,1,2,3,4,5,6,7,8,9,10,11,12",0,6554,1638
train,1288,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1289,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1290,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1291,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1292,8192,1,0,1,8192,0
train,1293,8192,1,0,1,8192,0
train,1294,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1295,8192,14,"0,1,2,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1296,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1297,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1298,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1299,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1300,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1301,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1302,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1303,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1304,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1305,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1306,8192,1,0,1,8192,0
train,1307,8192,1,0,1,8192,0
train,1308,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1309,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1310,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1311,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1312,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1313,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1314,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1315,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1316,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1317,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1318,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1319,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1320,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1321,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1322,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1323,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1324,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1325,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1326,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1327,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1328,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1329,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1330,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1331,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1332,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1333,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1334,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1335,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1336,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1337,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1338,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1339,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1340,8192,13,"0,1,2,3,5,6,7,8,9,10,12,13,14",0,6554,1638
train,1341,8192,13,"0,1,2,3,5,6,7,8,9,10,12,13,14",0,6554,1638
train,1342,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1343,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1344,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1345,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1346,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1347,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1348,8192,12,"0,1,2,3,4,5,8,9,10,11,12,13",0,6554,1638
train,1349,8192,12,"0,1,2,3,4,5,8,9,10,11,12,13",0,6554,1638
train,1350,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1351,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1352,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1353,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1354,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1355,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1356,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1357,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1358,8192,13,"0,1,2,3,4,5,6,7,8,9,10,11,12",0,6554,1638
train,1359,8192,13,"0,1,2,3,4,5,6,7,8,9,10,11,12",0,6554,1638
train,1360,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1361,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1362,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1363,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1364,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1365,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1366,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1367,8192,12,"0,1,2,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1368,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1369,8192,13,"0,1,2,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1370,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1371,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1372,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1373,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1374,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1375,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1376,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1377,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1378,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1379,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1380,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1381,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1382,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1383,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1384,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1385,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1386,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1387,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1388,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1389,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1390,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1391,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1392,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1393,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1394,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1395,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1396,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1397,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1398,8192,1,0,1,8192,0
train,1399,8192,1,0,1,8192,0
train,1400,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1401,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1402,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1403,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1404,8192,1,0,1,8192,0
train,1405,8192,1,0,1,8192,0
train,1406,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1407,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1408,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1409,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,14",0,6554,1638
train,1410,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1411,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1412,8192,1,0,1,8192,0
train,1413,8192,1,0,1,8192,0
train,1414,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1415,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1416,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1417,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1418,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1419,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1420,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1421,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1422,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1423,8192,11,"0,1,2,4,5,6,8,9,11,12,13",0,6554,1638
train,1424,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1425,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1426,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1427,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1428,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1429,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1430,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1431,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1432,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1433,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1434,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1435,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1436,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1437,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1438,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1439,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1440,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1441,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1442,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1443,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1444,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1445,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1446,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1447,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1448,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1449,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1450,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1451,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1452,8192,1,0,1,8192,0
train,1453,8192,1,0,1,8192,0
train,1454,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1455,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1456,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1457,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1458,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1459,8192,13,"0,1,2,3,4,6,7,8,9,10,11,13,14",0,6554,1638
train,1460,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1461,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1462,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1463,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1464,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1465,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1466,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1467,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1468,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1469,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1470,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1471,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1472,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1473,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1474,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1475,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1476,8192,1,0,1,8192,0
train,1477,8192,1,0,1,8192,0
train,1478,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1479,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1480,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1481,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1482,8192,1,0,1,8192,0
train,1483,8192,1,0,1,8192,0
train,1484,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1485,8192,14,"0,1,2,3,4,5,6,7,8,9,11,12,13,14",0,6554,1638
train,1486,8192,1,0,1,8192,0
train,1487,8192,1,0,1,8192,0
train,1488,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1489,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1490,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1491,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1492,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1493,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1494,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1495,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1496,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1497,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1498,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1499,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1500,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1501,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1502,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1503,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1504,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1505,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1506,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1507,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1508,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1509,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1510,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1511,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1512,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1513,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1514,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1515,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1516,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1517,8192,14,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",0,6554,1638
train,1518,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1519,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1520,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1521,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1522,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1523,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1524,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1525,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1526,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1527,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1528,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1529,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1530,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1531,8192,13,"0,1,2,3,4,5,6,8,9,10,11,12,13",0,6554,1638
train,1532,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1533,8192,14,"0,1,2,3,4,5,6,8,9,10,11,12,13,14",0,6554,1638
train,1534,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1535,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1536,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1537,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1538,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1539,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1540,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1541,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1542,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1543,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1544,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1545,8192,15,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14",0,6554,1638
train,1546,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
train,1547,8192,12,"0,1,2,3,4,5,6,8,9,11,12,13",0,6554,1638
